feature,flutter_file,method,endpoint,path_parameters,query_parameters,request_body,success_status,response_shape,handled_errors,authentication,pagination,media,realtime,legacy_route_file,legacy_controller,legacy_service,legacy_models,classification,confidence,notes,authoritative_owner,legacy_prisma_operations,required_background_process,migration_risk,evidence
pet_medical,lib/features/pets/ (no call site for this sub-domain),GET/POST/PATCH/DELETE,/api/v1/user/pets/{id}/medical-history(/records/{recordId}),id;recordId (where applicable),none,varies by sub-route (see legacy route table),200/201/204,varies,none,required,none,no,no,modules/pets/pets.routes.ts,pets.controller,UNKNOWN,MedicalHistory,LEGACY_UNUSED,CONFIRMED,"Resolved Step 5A: legacy-only. Full CRUD exists server-side. The ""Medical History"" button in pet_profile_screen.dart:136 is a hardcoded SnackBar stub with no repository/network call behind it.",LEGACY_API_TEMPORARILY_OWNS,MedicalHistory,none,MEDIUM,"furtail_app: no call site found in lib/features/pets/ beyond the aggregate GET .../profile read (pet_service.dart:59-73), consumed by pet_profile_screen.dart; the screen's ""Medical History""/""Diet Chart""/""Gallery"" buttons are hardcoded SnackBar stubs (pet_profile_screen.dart:136-138), not real navigation. furtail_api: full CRUD route family confirmed in pets.routes.ts:5-43. Sub-route family: /api/v1/user/pets/{id}/medical-history(/records/{recordId})"
pet_medical,lib/features/pets/ (no call site for this sub-domain),GET/POST/PATCH/DELETE,/api/v1/user/pets/{id}/documents(/{documentId}),id;recordId (where applicable),none,varies by sub-route (see legacy route table),200/201/204,varies,none,required,none,no,no,modules/pets/pets.routes.ts,pets.controller,UNKNOWN,PetDocument,LEGACY_UNUSED,CONFIRMED,"Resolved Step 5A: legacy-only. Full CRUD exists server-side (category, mediaId, title, documentDate, notes). No Flutter call site.",LEGACY_API_TEMPORARILY_OWNS,PetDocument,none,MEDIUM,"furtail_app: no call site found in lib/features/pets/ beyond the aggregate GET .../profile read (pet_service.dart:59-73), consumed by pet_profile_screen.dart; the screen's ""Medical History""/""Diet Chart""/""Gallery"" buttons are hardcoded SnackBar stubs (pet_profile_screen.dart:136-138), not real navigation. furtail_api: full CRUD route family confirmed in pets.routes.ts:5-43. Sub-route family: /api/v1/user/pets/{id}/documents(/{documentId})"
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:53,GET,/api/v1/adoptions,none,species;search;breed;gender;size;minAgeDays;maxAgeDays;vaccinated;dewormed;neutered;goodWithKids;goodWithDogs;goodWithCats;countryId;divisionId;stateId;districtId;cityId;areaId;nearLat;nearLng;radiusKm;page;limit,none,200,list,empty/error falls back to local mock data,optional,page-based,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionPet,KEEP_COMPATIBLE,CONFIRMED,"UI falls back to AdoptionPetMockData on empty/error -- placeholder fallback exists client-side, not a backend gap",NEW_API_OWNS,AdoptionPet,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:91,GET,/api/v1/adoptions/{id},id,none,none,200,adoption pet,none,optional,none,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionPet;AdoptionPetMedia,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionPet;AdoptionPetMedia,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:101,POST,/api/v1/adoptions/{id}/favorite,id,none,none,200,none,none,required,n/a,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionFavorite,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionFavorite,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:112,DELETE,/api/v1/adoptions/{id}/favorite,id,none,none,200,none,none,required,none,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionFavorite,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionFavorite,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:125,GET,/api/v1/adoptions/{id}/comments,id,limit,none,200,list,none,optional,limit-only,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionComment,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionComment,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:147,POST,/api/v1/adoptions/{id}/comments,id,none,text,200/201,comment,none,required,n/a,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionComment,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionComment,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:160,DELETE,/api/v1/adoptions/{id}/comments/{commentId},id;commentId,none,none,200/204,none,none,required,none,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionComment,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionComment,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:172,POST,/api/v1/adoptions,none,none,listing payload,200/201,listing,none,required,n/a,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionPet;AdoptionCriteria,KEEP_COMPATIBLE,CONFIRMED,Create adoption listing,NEW_API_OWNS,AdoptionPet;AdoptionCriteria,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:186,PATCH,/api/v1/adoptions/{id},id,none,payload,200,listing,none,required,none,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionPet,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionPet,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:197,POST,/api/v1/adoptions/{id}/submit-review,id,none,none,200,none,none,required,n/a,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionStatusHistory,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionStatusHistory,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:231,POST,/api/v1/adoptions/{id}/apply,id,none,application payload,200/201,application,none,required,n/a,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionApplication;AdoptionApplicationAnswer,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionApplication;AdoptionApplicationAnswer,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:241,GET,/api/v1/me/adoptions,none,page;limit,none,200,list,none,required,page-based,no,no,modules/adoptions/adoptions.routes.ts (meRouter),adoptions.controller,UNKNOWN,AdoptionPet,KEEP_COMPATIBLE,CONFIRMED,Mounted at /me alongside modules/me/me.routes.ts,NEW_API_OWNS,AdoptionPet,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:252,GET,/api/v1/me/adoption-applications,none,page;limit,none,200,list,none,required,page-based,no,no,modules/adoptions/adoptions.routes.ts (meRouter),adoptions.controller,UNKNOWN,AdoptionApplication,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionApplication,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:269,GET,/api/v1/me/adoptions/{id}/applications,id,none,none,200,list,none,required,none,no,no,modules/adoptions/adoptions.routes.ts (meRouter),adoptions.controller,UNKNOWN,AdoptionApplication,KEEP_COMPATIBLE,CONFIRMED,Lists applications for one adoption listing,NEW_API_OWNS,AdoptionApplication,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:287,GET,/api/v1/me/adoption-applications/{applicationId},applicationId,none,none,200,application,none,required,none,no,no,none,none,none,none,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: definitive FOUND. meRouter.get(""/adoption-applications/:applicationId"", auth, controller.getApplicationDetail) confirmed via full read of adoptions.routes.ts, distinct from the list route, the sub-application-list route, and the status/notes update routes.",NEW_API_OWNS,AdoptionApplication;AdoptionApplicationAnswer,none,LOW,"furtail_api src/api/v1/modules/adoptions/adoptions.routes.ts:27 (meRouter.get(""/adoption-applications/:applicationId"", auth, controller.getApplicationDetail))"
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:301,PATCH,/api/v1/me/adoption-applications/{applicationId}/status,applicationId,none,status,200,application,none,required,none,no,no,modules/adoptions/adoptions.routes.ts (meRouter),adoptions.controller,UNKNOWN,AdoptionApplication,KEEP_COMPATIBLE,CONFIRMED,"POST on furtail_api side per reference mapping; verb mismatch (Flutter PATCH vs backend POST) noted for follow-up, not independently re-verified byte-for-byte",NEW_API_OWNS,AdoptionApplication,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:315,PATCH,/api/v1/me/adoption-applications/{applicationId}/notes,applicationId,none,notes,200,application,none,required,none,no,no,modules/adoptions/adoptions.routes.ts (meRouter),adoptions.controller,UNKNOWN,AdoptionApplication,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,AdoptionApplication,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:329,POST,/api/v1/adoptions/{id}/report,id,none,reason,200/201,none,none,required,n/a,no,no,modules/adoptions/adoptions.routes.ts,adoptions.controller,UNKNOWN,AdoptionReport,KEEP_COMPATIBLE,CONFIRMED,Separate from generic /reports endpoint,NEW_API_OWNS,AdoptionReport,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:207,GET,/api/v1/public/countries,none,none,none,200,list,none,not required,none,no,no,modules/countries/countries.routes.ts,countries.controller,UNKNOWN,Country,KEEP_COMPATIBLE,CONFIRMED,Also used by country_picker_screen.dart,NEW_API_OWNS,Country,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:340,GET,/api/v1/common/animal-types,none,none,none,200,list,none,unknown,none,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,AnimalType,KEEP_COMPATIBLE,CONFIRMED,"Duplicated with pets feature, same endpoint",NEW_API_OWNS,AnimalType,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
adoption,lib/features/adoption/data/datasources/adoption_remote_ds.dart:349,GET,/api/v1/common/breeds/{typeId},typeId,none,none,200,list,none,unknown,none,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,Breed,KEEP_COMPATIBLE,CONFIRMED,"Duplicated with pets feature, same endpoint",NEW_API_OWNS,Breed,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart,GET,/api/v1/fundraising/feed,none,"limit(def 20,max 100);cursor(opaque, composite createdAt+id);sort(NEW|TOP_DONATED|ENDING_SOON,def NEW);category;location;bdDivisionId;bdDistrictId;bdUpazilaId;bdAreaId (Flutter also sends `verified` bool, silently dropped server-side -- unknown key, no schema field)",none,200,"{items:[{id,publicId,slug,title,status,fundingMode,category,locationText,currencyCode,targetAmountMinor(string),monthlyGoalMinor(string|null),raisedAmountMinor(string),publishedAt,startsAt,endsAt,deadline,nextReviewAt,coverMediaUrl,creator{displayName,username,avatarUrl}|null,donorsCount,viewerHasDonated}], nextCursor:string|null}",none,required,"cursor (opaque composite, server-encoded)",no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,UNKNOWN,FundraisingCampaign,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: exact query schema is fundraisingFeedQuerySchema (fundraising.dto.ts:87-97, zod, non-strict). Flutter's `verified` param has zero server-side effect (silently stripped, not in schema). Response fields do NOT include a raw `targetAmount` Int despite Prisma selecting it -- only *Minor BigInt-as-string fields are exposed. Country scope applied via optionalAuth + req.countryContext.",NEW_API_OWNS,"FundraisingCampaign (select: id,publicId,slug,title,status,fundingMode,category,locationText,currencyCode,targetAmount,targetAmountMinor,monthlyGoalMinor,startsAt,endsAt,nextReviewAt,publishedAt,deadline,createdAt + nested post/stats)",none (synchronous read),LOW,"furtail_api src/api/v1/modules/fundraising/fundraising.routes.ts:31 (optionalAuth); fundraising.controller.ts:189-210; fundraising.service.ts:679-719,740-889 (toFeedDto, getFeed, composite cursor encode/decode); fundraising.dto.ts:87-97 (query schema); furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart:176-215"
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart,GET,/api/v1/fundraising/my/campaigns,none,"limit (sent by Flutter, def 100 -- IGNORED server-side, controller never forwards req.query.limit to the service; server always uses its own internal default of 100, capped at 200)",none,200,"plain array (not a page envelope) of FundraisingCampaign items, each with stats + post nested",none,required,"none (plain array, no cursor/page -- take+orderBy only, not client-controllable)",no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,UNKNOWN,FundraisingCampaign,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: route is literally /my/campaigns (matches Flutter exactly, no /my-campaigns variant exists). Controller (fundraising.controller.ts:1077-1098) requires req.user.id (401 if missing) but does NOT read/forward req.query.limit to the service -- Flutter's ?limit=100 has no effect; the server always applies its own default/cap. Account lookup: prisma.fundraisingAccount.findFirst(where:{userId,deletedAt:null}) -- returns [] if no account exists (no error).",NEW_API_OWNS,FundraisingAccount (lookup only);FundraisingCampaign (findMany where accountId+countryCode+deletedAt:null),none,LOW,furtail_api fundraising.routes.ts:92 (auth); fundraising.controller.ts:1077-1098 (limit not forwarded); fundraising.service.ts:894+ (listMyCampaigns); furtail_app fundraising_repository.dart:218-225
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:227-234),GET,/api/v1/fundraising/campaigns/{id},id,none,none,200/201/204,FundraisingCampaign detail,none,optional,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingCampaign;FundraisingCampaignStatusHistory,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. routes.ts:32 (optionalAuth)",NEW_API_OWNS,"FundraisingCampaign (create/update/delete);FundraisingCampaignStatusHistory (status-transition audit, written server-side on status changes, not client-supplied)",none,MEDIUM,"furtail_api src/api/v1/modules/fundraising/fundraising.routes.ts (full route table read); fundraising.dto.ts (fundraisingCompatCreateSchema:108-126, fundraisingCompatUpdateSchema:128-143); furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart (exact line refs per row)."
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:236-... (createDraft)),POST,/api/v1/fundraising/campaigns/drafts,none,none,draft payload,200/201/204,campaign draft,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingCampaign;FundraisingCampaignStatusHistory,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. routes.ts:34 (auth, fundraisingMutationLimiter, requireFeature(FUNDRAISING))",NEW_API_OWNS,"FundraisingCampaign (create/update/delete);FundraisingCampaignStatusHistory (status-transition audit, written server-side on status changes, not client-supplied)",none,MEDIUM,"furtail_api src/api/v1/modules/fundraising/fundraising.routes.ts (full route table read); fundraising.dto.ts (fundraisingCompatCreateSchema:108-126, fundraisingCompatUpdateSchema:128-143); furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart (exact line refs per row)."
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart (fetchDraft)),GET,/api/v1/fundraising/campaigns/{id}/draft,id,none,none,200/201/204,campaign draft,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingCampaign;FundraisingCampaignStatusHistory,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. routes.ts:35 (auth, requireFeature)",NEW_API_OWNS,"FundraisingCampaign (create/update/delete);FundraisingCampaignStatusHistory (status-transition audit, written server-side on status changes, not client-supplied)",none,MEDIUM,"furtail_api src/api/v1/modules/fundraising/fundraising.routes.ts (full route table read); fundraising.dto.ts (fundraisingCompatCreateSchema:108-126, fundraisingCompatUpdateSchema:128-143); furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart (exact line refs per row)."
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart (updateDraft)),PATCH,/api/v1/fundraising/campaigns/{id}/draft,id,none,draft fields,200/201/204,updated draft,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingCampaign;FundraisingCampaignStatusHistory,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. routes.ts:36 (auth, fundraisingMutationLimiter, requireFeature)",NEW_API_OWNS,"FundraisingCampaign (create/update/delete);FundraisingCampaignStatusHistory (status-transition audit, written server-side on status changes, not client-supplied)",none,MEDIUM,"furtail_api src/api/v1/modules/fundraising/fundraising.routes.ts (full route table read); fundraising.dto.ts (fundraisingCompatCreateSchema:108-126, fundraisingCompatUpdateSchema:128-143); furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart (exact line refs per row)."
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:267-277 (submitDraft)),POST,/api/v1/fundraising/campaigns/{id}/submit,id,none,idempotencyKey (per repo.dart:267-277),200/201/204,submitted campaign,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingCampaign;FundraisingCampaignStatusHistory,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. routes.ts:37 (auth, fundraisingMutationLimiter, requireFeature)",NEW_API_OWNS,"FundraisingCampaign (create/update/delete);FundraisingCampaignStatusHistory (status-transition audit, written server-side on status changes, not client-supplied)",none,MEDIUM,"furtail_api src/api/v1/modules/fundraising/fundraising.routes.ts (full route table read); fundraising.dto.ts (fundraisingCompatCreateSchema:108-126, fundraisingCompatUpdateSchema:128-143); furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart (exact line refs per row)."
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:572-610),POST,/api/v1/fundraising/campaigns,none,none,"title,caption,category,locationText(required);targetAmount?,targetAmountMinor?,monthlyGoalMinor?,fundingMode=ONE_TIME,startsAt?,endsAt?,deadline?,nextReviewAt?,mediaIds=[]",200/201/204,FundraisingCampaign,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingCampaign;FundraisingCampaignStatusHistory,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. routes.ts:39 (auth, requireFeature(FUNDRAISING)); validator: fundraisingCompatCreateSchema",NEW_API_OWNS,"FundraisingCampaign (create/update/delete);FundraisingCampaignStatusHistory (status-transition audit, written server-side on status changes, not client-supplied)",none,MEDIUM,"furtail_api src/api/v1/modules/fundraising/fundraising.routes.ts (full route table read); fundraising.dto.ts (fundraisingCompatCreateSchema:108-126, fundraisingCompatUpdateSchema:128-143); furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart (exact line refs per row)."
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:319-359),PATCH,/api/v1/fundraising/campaigns/{id},id,none,"any of title,caption,category,locationText,targetAmount,targetAmountMinor,monthlyGoalMinor,fundingMode,startsAt,endsAt,deadline,nextReviewAt,status,mediaIds (only non-null sent)",200/201/204,FundraisingCampaign,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingCampaign;FundraisingCampaignStatusHistory,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. routes.ts:40 (auth, requireFeature); validator: fundraisingCompatUpdateSchema, field-for-field match confirmed against Flutter payload",NEW_API_OWNS,"FundraisingCampaign (create/update/delete);FundraisingCampaignStatusHistory (status-transition audit, written server-side on status changes, not client-supplied)",none,MEDIUM,"furtail_api src/api/v1/modules/fundraising/fundraising.routes.ts (full route table read); fundraising.dto.ts (fundraisingCompatCreateSchema:108-126, fundraisingCompatUpdateSchema:128-143); furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart (exact line refs per row)."
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:361-366),DELETE,/api/v1/fundraising/campaigns/{id},id,none,none,200/201/204,void,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingCampaign;FundraisingCampaignStatusHistory,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. routes.ts:41 (auth, requireFeature)",NEW_API_OWNS,"FundraisingCampaign (create/update/delete);FundraisingCampaignStatusHistory (status-transition audit, written server-side on status changes, not client-supplied)",none,MEDIUM,"furtail_api src/api/v1/modules/fundraising/fundraising.routes.ts (full route table read); fundraising.dto.ts (fundraisingCompatCreateSchema:108-126, fundraisingCompatUpdateSchema:128-143); furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart (exact line refs per row)."
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart:288,POST,/api/v1/fundraising/campaigns/{id}/donate,id,none,amount,200/201,donation,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,UNKNOWN,Donation;FundraisingDonationIntent;FundraisingDonationPaymentAttempt,KEEP_COMPATIBLE,CONFIRMED,FINANCIAL FLOW -- requires exact compatibility,NEW_API_OWNS,Donation;FundraisingDonationIntent;FundraisingDonationPaymentAttempt,payment/payout webhook processing,HIGH,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart,GET,/api/v1/fundraising/campaigns/{id}/donations,id,limit;cursor,none,200,list,none,required,cursor,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,UNKNOWN,Donation,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,Donation,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart:385-452,GET,/api/v1/fundraising/campaigns/{id}/updates,id,limit(def 50);cursor?,none,200/201/204,cursor page of FundraisingUpdateItem,none,required,cursor,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,"FundraisingUpdate (content lives on the linked Post, not on FundraisingUpdate itself -- FundraisingUpdate is a thin campaignId+postId join row)",KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. Note: no requireFeature(FUNDRAISING) gate on this route group, unlike campaign CRUD itself. routes.ts:58 (auth)",NEW_API_OWNS,"FundraisingUpdate;Post (update content is a Post, updates table only links campaignId<->postId)",none,MEDIUM,furtail_api fundraising.routes.ts:58-61; furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart:385-452.
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart:385-452,POST,/api/v1/fundraising/campaigns/{id}/updates,id,none,caption?;mediaIds=[],200/201/204,FundraisingUpdateItem,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,"FundraisingUpdate (content lives on the linked Post, not on FundraisingUpdate itself -- FundraisingUpdate is a thin campaignId+postId join row)",KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. Note: no requireFeature(FUNDRAISING) gate on this route group, unlike campaign CRUD itself. routes.ts:59 (auth, fundraisingMutationLimiter)",NEW_API_OWNS,"FundraisingUpdate;Post (update content is a Post, updates table only links campaignId<->postId)",none,MEDIUM,furtail_api fundraising.routes.ts:58-61; furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart:385-452.
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart:385-452,PATCH,/api/v1/fundraising/updates/{updateId},updateId,none,caption?;mediaIds? (only non-null),200/201/204,FundraisingUpdateItem,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,"FundraisingUpdate (content lives on the linked Post, not on FundraisingUpdate itself -- FundraisingUpdate is a thin campaignId+postId join row)",KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. Note: no requireFeature(FUNDRAISING) gate on this route group, unlike campaign CRUD itself. routes.ts:60 (auth, fundraisingMutationLimiter)",NEW_API_OWNS,"FundraisingUpdate;Post (update content is a Post, updates table only links campaignId<->postId)",none,MEDIUM,furtail_api fundraising.routes.ts:58-61; furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart:385-452.
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart:385-452,DELETE,/api/v1/fundraising/updates/{updateId},updateId,none,none,200/201/204,void,none,required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,"FundraisingUpdate (content lives on the linked Post, not on FundraisingUpdate itself -- FundraisingUpdate is a thin campaignId+postId join row)",KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate ""CRUD"" row. Note: no requireFeature(FUNDRAISING) gate on this route group, unlike campaign CRUD itself. routes.ts:61 (auth, fundraisingMutationLimiter)",NEW_API_OWNS,"FundraisingUpdate;Post (update content is a Post, updates table only links campaignId<->postId)",none,MEDIUM,furtail_api fundraising.routes.ts:58-61; furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart:385-452.
